"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 17 03:02:59 GMT 2023","Fri Feb 17 03:03:01 GMT 2023","1555","create a wallet","create/account","","","","#2 还没输入用户名,点击back => 返回成功",""
"failed","Fri Feb 17 03:02:45 GMT 2023","Fri Feb 17 03:02:47 GMT 2023","1632","demo","","","","","2nd connect will failed",""
"passed","Fri Feb 17 03:03:44 GMT 2023","Fri Feb 17 03:03:47 GMT 2023","3103","importWallet","import/seed","","","","#2 输入的助记词包含数字 # 无法导入助记词",""
"passed","Fri Feb 17 03:03:16 GMT 2023","Fri Feb 17 03:03:18 GMT 2023","2044","create a wallet","create/account","create/password > create/seed","","","#1 clipboard 和 框里一致",""
"passed","Fri Feb 17 03:02:49 GMT 2023","Fri Feb 17 03:02:55 GMT 2023","5194","create a wallet","","","","","#1 确认助记词成功#成功创建账户",""
"passed","Fri Feb 17 03:03:06 GMT 2023","Fri Feb 17 03:03:14 GMT 2023","7847","create a wallet","create/account","create/password","","","#2 输入的密码包含中文，表情等=>报错",""
"passed","Fri Feb 17 03:02:55 GMT 2023","Fri Feb 17 03:02:59 GMT 2023","4499","create a wallet","create/account","","","","#1 还没输入用户名,点击继续 => 无法点击继续",""
"passed","Fri Feb 17 03:03:47 GMT 2023","Fri Feb 17 03:03:50 GMT 2023","3023","importWallet","import/seed","","","","#3 输入的助记词包含特殊符号 => 无法导入助记词",""
"failed","Fri Feb 17 03:03:14 GMT 2023","Fri Feb 17 03:03:16 GMT 2023","1931","create a wallet","create/account","create/password","","","#3 输入的密码,和确认密码不一致=>无法点击继续 ",""
"passed","Fri Feb 17 03:03:41 GMT 2023","Fri Feb 17 03:03:44 GMT 2023","3011","importWallet","import/seed","","","","#1 输入的助记词包含重复的单词 # 无法导入助记词",""
"passed","Fri Feb 17 03:03:22 GMT 2023","Fri Feb 17 03:03:28 GMT 2023","5877","create a wallet","create/account","create/password > create/seed > create/confirm","","","#1 输入顺序和之前不一致=>无法点击confirm",""
"passed","Fri Feb 17 03:03:55 GMT 2023","Fri Feb 17 03:03:58 GMT 2023","2515","importWallet","import/seed","","","","#6 还没输完，点击next=>点击失败",""
"skipped","Fri Feb 17 03:03:01 GMT 2023","Fri Feb 17 03:03:01 GMT 2023","0","create a wallet","create/account","","","","#3 输入的用户名包含特殊符号，中文，表情等 => 报错",""
"passed","Fri Feb 17 03:03:28 GMT 2023","Fri Feb 17 03:03:34 GMT 2023","5382","create a wallet","create/account","create/password > create/seed > create/confirm","","","#2 输入错误的顺序能够，能够取消输入正确的顺序",""
"skipped","Fri Feb 17 03:03:01 GMT 2023","Fri Feb 17 03:03:01 GMT 2023","0","create a wallet","create/account","","","","#4 输入的用户名过长 => 限制长度",""
"passed","Fri Feb 17 03:03:18 GMT 2023","Fri Feb 17 03:03:20 GMT 2023","2040","create a wallet","create/account","create/password > create/seed","","","#2 点击返回=>点击成功",""
"passed","Fri Feb 17 03:03:51 GMT 2023","Fri Feb 17 03:03:53 GMT 2023","2995","importWallet","import/seed","","","","#4 词库外的单词https://github.com/bitcoin/bips/blob/master/bip-0039/english.txt => 无法导入助记词",""
"passed","Fri Feb 17 03:03:20 GMT 2023","Fri Feb 17 03:03:22 GMT 2023","2161","create a wallet","create/account","create/password > create/seed","","","#3 点击next=>点击成功",""
"passed","Fri Feb 17 03:03:34 GMT 2023","Fri Feb 17 03:03:37 GMT 2023","3518","create a wallet","create/account","create/password > create/seed > create/confirm","","","#3 输入正确的顺序后，能够点击confirm",""
"broken","Fri Feb 17 03:03:38 GMT 2023","Fri Feb 17 03:03:41 GMT 2023","3115","importWallet","","","","","#1 输入正确的助记词 # 导入账户成功 ",""
"passed","Fri Feb 17 03:03:54 GMT 2023","Fri Feb 17 03:03:55 GMT 2023","1621","importWallet","import/seed","","","","#5 点击返回=> 返回成功",""
"broken","Fri Feb 17 03:03:58 GMT 2023","Fri Feb 17 03:04:01 GMT 2023","3049","importWallet","import/seed","import/password","","","#1 输入密码少于8位, 就点击next=>报错",""
"passed","Fri Feb 17 03:03:01 GMT 2023","Fri Feb 17 03:03:06 GMT 2023","4786","create a wallet","create/account","create/password","","","#1 输入密码少于8位, 就点击next=>报错",""
