"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 17 03:32:51 GMT 2023","Fri Feb 17 03:32:53 GMT 2023","1551","create a wallet","create/account","","","","#2 还没输入用户名,点击back => 返回成功",""
"passed","Fri Feb 17 03:33:42 GMT 2023","Fri Feb 17 03:33:45 GMT 2023","2464","importWallet","import/seed","","","","#6 还没输完，点击next=>点击失败",""
"broken","Fri Feb 17 03:33:24 GMT 2023","Fri Feb 17 03:33:28 GMT 2023","3250","importWallet","","","","","#1 输入正确的助记词 # 导入账户成功 ",""
"passed","Fri Feb 17 03:33:03 GMT 2023","Fri Feb 17 03:33:05 GMT 2023","2227","create a wallet","create/account","create/password > create/seed","","","#1 clipboard 和 框里一致",""
"passed","Fri Feb 17 03:33:05 GMT 2023","Fri Feb 17 03:33:07 GMT 2023","2286","create a wallet","create/account","create/password > create/seed","","","#2 点击返回=>点击成功",""
"passed","Fri Feb 17 03:32:53 GMT 2023","Fri Feb 17 03:32:58 GMT 2023","4752","create a wallet","create/account","create/password","","","#1 输入密码少于8位, 就点击next=>报错",""
"failed","Fri Feb 17 03:32:37 GMT 2023","Fri Feb 17 03:32:39 GMT 2023","1689","demo","","","","","2nd connect will failed",""
"passed","Fri Feb 17 03:32:58 GMT 2023","Fri Feb 17 03:33:02 GMT 2023","4871","create a wallet","create/account","create/password","","","#3 输入的密码,和确认密码不一致=>无法点击继续 ",""
"skipped","Fri Feb 17 03:32:53 GMT 2023","Fri Feb 17 03:32:53 GMT 2023","0","create a wallet","create/account","","","","#3 输入的用户名包含特殊符号，中文，表情等 => 报错",""
"passed","Fri Feb 17 03:33:41 GMT 2023","Fri Feb 17 03:33:42 GMT 2023","1487","importWallet","import/seed","","","","#5 点击返回=> 返回成功",""
"passed","Fri Feb 17 03:33:09 GMT 2023","Fri Feb 17 03:33:15 GMT 2023","5825","create a wallet","create/account","create/password > create/seed > create/confirm","","","#1 输入顺序和之前不一致=>无法点击confirm",""
"passed","Fri Feb 17 03:32:47 GMT 2023","Fri Feb 17 03:32:51 GMT 2023","4527","create a wallet","create/account","","","","#1 还没输入用户名,点击继续 => 无法点击继续",""
"passed","Fri Feb 17 03:32:41 GMT 2023","Fri Feb 17 03:32:46 GMT 2023","5229","create a wallet","","","","","#1 确认助记词成功#成功创建账户",""
"passed","Fri Feb 17 03:33:28 GMT 2023","Fri Feb 17 03:33:31 GMT 2023","3079","importWallet","import/seed","","","","#1 输入的助记词包含重复的单词 # 无法导入助记词",""
"passed","Fri Feb 17 03:33:34 GMT 2023","Fri Feb 17 03:33:37 GMT 2023","3008","importWallet","import/seed","","","","#3 输入的助记词包含特殊符号 => 无法导入助记词",""
"skipped","Fri Feb 17 03:32:53 GMT 2023","Fri Feb 17 03:32:53 GMT 2023","1","create a wallet","create/account","","","","#4 输入的用户名过长 => 限制长度",""
"skipped","Fri Feb 17 03:32:58 GMT 2023","Fri Feb 17 03:32:58 GMT 2023","1","create a wallet","create/account","create/password","","","#2-0 输入的密码:中文中文中文中文中文中文中文=>报错",""
"passed","Fri Feb 17 03:33:37 GMT 2023","Fri Feb 17 03:33:40 GMT 2023","3085","importWallet","import/seed","","","","#4 词库外的单词https://github.com/bitcoin/bips/blob/master/bip-0039/english.txt => 无法导入助记词",""
"skipped","Fri Feb 17 03:32:58 GMT 2023","Fri Feb 17 03:32:58 GMT 2023","0","create a wallet","create/account","create/password","","","#2-1 输入的密码:🆕🆕🆕🆕🆕🆕🆕🆕🆕🆕🆕=>报错",""
"broken","Fri Feb 17 03:33:45 GMT 2023","Fri Feb 17 03:33:48 GMT 2023","2948","importWallet","import/seed","import/password","","","#1 输入密码少于8位, 就点击next=>报错",""
"passed","Fri Feb 17 03:33:15 GMT 2023","Fri Feb 17 03:33:20 GMT 2023","5000","create a wallet","create/account","create/password > create/seed > create/confirm","","","#2 输入错误的顺序能够，能够取消输入正确的顺序",""
"passed","Fri Feb 17 03:33:07 GMT 2023","Fri Feb 17 03:33:09 GMT 2023","2189","create a wallet","create/account","create/password > create/seed","","","#3 点击next=>点击成功",""
"passed","Fri Feb 17 03:33:21 GMT 2023","Fri Feb 17 03:33:24 GMT 2023","3604","create a wallet","create/account","create/password > create/seed > create/confirm","","","#3 输入正确的顺序后，能够点击confirm",""
"passed","Fri Feb 17 03:33:31 GMT 2023","Fri Feb 17 03:33:34 GMT 2023","3073","importWallet","import/seed","","","","#2 输入的助记词包含数字 # 无法导入助记词",""
