"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 17 03:46:11 GMT 2023","Fri Feb 17 03:46:16 GMT 2023","4741","create a wallet","create/account","create/password","","","#3 输入的密码,和确认密码不一致=>无法点击继续 ",""
"skipped","Fri Feb 17 03:46:11 GMT 2023","Fri Feb 17 03:46:11 GMT 2023","0","create a wallet","create/account","create/password","","","#2-1 输入的密码:🆕🆕🆕🆕🆕🆕🆕🆕🆕🆕🆕=>报错",""
"passed","Fri Feb 17 03:46:35 GMT 2023","Fri Feb 17 03:46:41 GMT 2023","5451","importWallet","","","","","#1 输入正确的助记词 # 导入账户成功 ",""
"passed","Fri Feb 17 03:46:28 GMT 2023","Fri Feb 17 03:46:32 GMT 2023","3789","create a wallet","create/account","create/password > create/seed > create/confirm","","","#2 输入错误的顺序能够，能够取消输入正确的顺序",""
"passed","Fri Feb 17 03:45:55 GMT 2023","Fri Feb 17 03:46:00 GMT 2023","5097","create a wallet","","","","","#1 确认助记词成功#成功创建账户",""
"skipped","Fri Feb 17 03:47:13 GMT 2023","Fri Feb 17 03:47:13 GMT 2023","1","importWallet","import/seed","import/password","","","#2-1 输入的密码:👋👋👋👋👋👋👋👋👋👋👋=>报错",""
"passed","Fri Feb 17 03:47:32 GMT 2023","Fri Feb 17 03:47:35 GMT 2023","2737","importWallet","import/seed","import/password > import/account","","","#2 还没输入用户名,点击back => 返回成功",""
"skipped","Fri Feb 17 03:46:11 GMT 2023","Fri Feb 17 03:46:11 GMT 2023","1","create a wallet","create/account","create/password","","","#2-0 输入的密码:中文中文中文中文中文中文中文=>报错",""
"passed","Fri Feb 17 03:47:02 GMT 2023","Fri Feb 17 03:47:03 GMT 2023","1515","importWallet","import/seed","","","","#5 点击返回=> 返回成功",""
"passed","Fri Feb 17 03:46:16 GMT 2023","Fri Feb 17 03:46:18 GMT 2023","2043","create a wallet","create/account","create/password > create/seed","","","#1 clipboard 和 框里一致",""
"skipped","Fri Feb 17 03:46:06 GMT 2023","Fri Feb 17 03:46:06 GMT 2023","0","create a wallet","create/account","","","","#3 输入的用户名包含特殊符号，中文，表情等 => 报错",""
"passed","Fri Feb 17 03:47:03 GMT 2023","Fri Feb 17 03:47:08 GMT 2023","4372","importWallet","import/seed","","","","#6 还没输完，点击next=>点击失败",""
"passed","Fri Feb 17 03:46:32 GMT 2023","Fri Feb 17 03:46:35 GMT 2023","2983","create a wallet","create/account","create/password > create/seed > create/confirm","","","#3 输入正确的顺序后，能够点击confirm",""
"passed","Fri Feb 17 03:46:41 GMT 2023","Fri Feb 17 03:46:46 GMT 2023","5568","importWallet","import/seed","","","","#1 输入的助记词包含重复的单词 # 无法导入助记词",""
"skipped","Fri Feb 17 03:47:35 GMT 2023","Fri Feb 17 03:47:35 GMT 2023","0","importWallet","import/seed","import/password > import/account","","","#3-0 输入的用户名包含特殊符号，中文，表情等: => 报错",""
"passed","Fri Feb 17 03:46:57 GMT 2023","Fri Feb 17 03:47:02 GMT 2023","4961","importWallet","import/seed","","","","#4 词库外的单词https://github.com/bitcoin/bips/blob/master/bip-0039/english.txt => 无法导入助记词",""
"passed","Fri Feb 17 03:46:47 GMT 2023","Fri Feb 17 03:46:52 GMT 2023","5022","importWallet","import/seed","","","","#2 输入的助记词包含数字 # 无法导入助记词",""
"passed","Fri Feb 17 03:46:05 GMT 2023","Fri Feb 17 03:46:06 GMT 2023","1478","create a wallet","create/account","","","","#2 还没输入用户名,点击back => 返回成功",""
"passed","Fri Feb 17 03:47:27 GMT 2023","Fri Feb 17 03:47:32 GMT 2023","5702","importWallet","import/seed","import/password > import/account","","","#1 还没输入用户名,点击继续 => 无法点击继续",""
"passed","Fri Feb 17 03:47:21 GMT 2023","Fri Feb 17 03:47:27 GMT 2023","5383","importWallet","import/seed","import/password","","","#5 还没输入用户名,点击继续 => 无法点击继续",""
"passed","Fri Feb 17 03:47:13 GMT 2023","Fri Feb 17 03:47:19 GMT 2023","5367","importWallet","import/seed","import/password","","","#3 输入的密码,和确认密码不一致=>无法点击继续 ",""
"failed","Fri Feb 17 03:45:51 GMT 2023","Fri Feb 17 03:45:52 GMT 2023","1665","demo","","","","","2nd connect will failed",""
"skipped","Fri Feb 17 03:47:13 GMT 2023","Fri Feb 17 03:47:13 GMT 2023","0","importWallet","import/seed","import/password","","","#2-0 输入的密码:中文12345678=>报错",""
"skipped","Fri Feb 17 03:47:35 GMT 2023","Fri Feb 17 03:47:35 GMT 2023","0","importWallet","import/seed","import/password > import/account","","","#4 输入的用户名过长 => 限制长度",""
"passed","Fri Feb 17 03:46:06 GMT 2023","Fri Feb 17 03:46:11 GMT 2023","4714","create a wallet","create/account","create/password","","","#1 输入密码少于8位, 就点击next=>报错",""
"passed","Fri Feb 17 03:46:52 GMT 2023","Fri Feb 17 03:46:57 GMT 2023","4964","importWallet","import/seed","","","","#3 输入的助记词包含特殊符号 => 无法导入助记词",""
"passed","Fri Feb 17 03:46:23 GMT 2023","Fri Feb 17 03:46:28 GMT 2023","5793","create a wallet","create/account","create/password > create/seed > create/confirm","","","#1 输入顺序和之前不一致=>无法点击confirm",""
"passed","Fri Feb 17 03:47:08 GMT 2023","Fri Feb 17 03:47:13 GMT 2023","5421","importWallet","import/seed","import/password","","","#1 输入密码少于8位, 就点击next=>报错",""
"passed","Fri Feb 17 03:46:00 GMT 2023","Fri Feb 17 03:46:05 GMT 2023","4392","create a wallet","create/account","","","","#1 还没输入用户名,点击继续 => 无法点击继续",""
"passed","Fri Feb 17 03:47:19 GMT 2023","Fri Feb 17 03:47:21 GMT 2023","2513","importWallet","import/seed","import/password","","","#4 还没点击 agree 按钮，点击继续=>无法点击继续 ",""
"skipped","Fri Feb 17 03:46:06 GMT 2023","Fri Feb 17 03:46:06 GMT 2023","1","create a wallet","create/account","","","","#4 输入的用户名过长 => 限制长度",""
"passed","Fri Feb 17 03:46:18 GMT 2023","Fri Feb 17 03:46:20 GMT 2023","2074","create a wallet","create/account","create/password > create/seed","","","#2 点击返回=>点击成功",""
"passed","Fri Feb 17 03:46:20 GMT 2023","Fri Feb 17 03:46:22 GMT 2023","2053","create a wallet","create/account","create/password > create/seed","","","#3 点击next=>点击成功",""
