"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 17 02:44:59 GMT 2023","Fri Feb 17 02:45:01 GMT 2023","2417","create a wallet","create/account","","","","#1 还没输入用户名,点击继续 => 无法点击继续",""
"passed","Fri Feb 17 02:45:28 GMT 2023","Fri Feb 17 02:45:32 GMT 2023","3733","create a wallet","create/account","create/password > create/seed > create/confirm","","","#3 输入正确的顺序后，能够点击confirm",""
"passed","Fri Feb 17 02:45:50 GMT 2023","Fri Feb 17 02:45:52 GMT 2023","2527","importWallet","import/seed","","","","#6 还没输完，点击next=>点击失败",""
"skipped","Fri Feb 17 02:45:03 GMT 2023","Fri Feb 17 02:45:03 GMT 2023","0","create a wallet","create/account","","","","#4 输入的用户名过长 => 限制长度",""
"passed","Fri Feb 17 02:45:01 GMT 2023","Fri Feb 17 02:45:03 GMT 2023","1567","create a wallet","create/account","","","","#2 还没输入用户名,点击back => 返回成功",""
"passed","Fri Feb 17 02:45:14 GMT 2023","Fri Feb 17 02:45:16 GMT 2023","2115","create a wallet","create/account","create/password > create/seed","","","#2 点击返回=>点击成功",""
"broken","Fri Feb 17 02:45:32 GMT 2023","Fri Feb 17 02:45:35 GMT 2023","3277","importWallet","","","","","#1 输入正确的助记词 # 导入账户成功 ",""
"skipped","Fri Feb 17 02:45:03 GMT 2023","Fri Feb 17 02:45:03 GMT 2023","0","create a wallet","create/account","","","","#3 输入的用户名包含特殊符号，中文，表情等 => 报错",""
"passed","Fri Feb 17 02:45:16 GMT 2023","Fri Feb 17 02:45:19 GMT 2023","2153","create a wallet","create/account","create/password > create/seed","","","#3 点击next=>点击成功",""
"broken","Fri Feb 17 02:44:54 GMT 2023","Fri Feb 17 02:44:58 GMT 2023","4098","create a wallet","","","","","#1 确认助记词成功#成功创建账户",""
"passed","Fri Feb 17 02:45:39 GMT 2023","Fri Feb 17 02:45:42 GMT 2023","2956","importWallet","import/seed","","","","#2 输入的助记词包含数字 # 无法导入助记词",""
"passed","Fri Feb 17 02:45:12 GMT 2023","Fri Feb 17 02:45:14 GMT 2023","2190","create a wallet","create/account","create/password > create/seed","","","#1 clipboard 和 框里一致",""
"passed","Fri Feb 17 02:45:03 GMT 2023","Fri Feb 17 02:45:06 GMT 2023","2749","create a wallet","create/account","create/password","","","#1 输入密码少于8位, 就点击next=>报错",""
"passed","Fri Feb 17 02:45:48 GMT 2023","Fri Feb 17 02:45:50 GMT 2023","1605","importWallet","import/seed","","","","#5 点击返回=> 返回成功",""
"passed","Fri Feb 17 02:45:45 GMT 2023","Fri Feb 17 02:45:48 GMT 2023","3055","importWallet","import/seed","","","","#4 词库外的单词https://github.com/bitcoin/bips/blob/master/bip-0039/english.txt => 无法导入助记词",""
"failed","Fri Feb 17 02:45:10 GMT 2023","Fri Feb 17 02:45:12 GMT 2023","2025","create a wallet","create/account","create/password","","","#3 输入的密码,和确认密码不一致=>无法点击继续 ",""
"passed","Fri Feb 17 02:45:36 GMT 2023","Fri Feb 17 02:45:39 GMT 2023","3073","importWallet","import/seed","","","","#1 输入的助记词包含重复的单词 # 无法导入助记词",""
"failed","Fri Feb 17 02:44:50 GMT 2023","Fri Feb 17 02:44:52 GMT 2023","1665","demo","","","","","2nd connect will failed",""
"passed","Fri Feb 17 02:45:06 GMT 2023","Fri Feb 17 02:45:09 GMT 2023","3758","create a wallet","create/account","create/password","","","#2 输入的密码包含中文，表情等=>报错",""
"passed","Fri Feb 17 02:45:19 GMT 2023","Fri Feb 17 02:45:22 GMT 2023","3884","create a wallet","create/account","create/password > create/seed > create/confirm","","","#1 输入顺序和之前不一致=>无法点击confirm",""
"passed","Fri Feb 17 02:45:23 GMT 2023","Fri Feb 17 02:45:28 GMT 2023","5412","create a wallet","create/account","create/password > create/seed > create/confirm","","","#2 输入错误的顺序能够，能够取消输入正确的顺序",""
"broken","Fri Feb 17 02:45:52 GMT 2023","Fri Feb 17 02:45:55 GMT 2023","3059","importWallet","import/seed","import/password","","","#1 输入密码少于8位, 就点击next=>报错",""
"passed","Fri Feb 17 02:45:42 GMT 2023","Fri Feb 17 02:45:45 GMT 2023","2974","importWallet","import/seed","","","","#3 输入的助记词包含特殊符号 => 无法导入助记词",""
