"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Feb 16 15:27:36 GMT 2023","Thu Feb 16 15:27:38 GMT 2023","1709","demo","","","","","2nd connect will failed",""
"skipped","Thu Feb 16 15:28:40 GMT 2023","Thu Feb 16 15:28:40 GMT 2023","0","importWallet","import/seed","import/password","","","#2-1 输入的密码:👋👋👋👋👋👋👋👋👋👋👋=>报错",""
"passed","Thu Feb 16 15:28:34 GMT 2023","Thu Feb 16 15:28:37 GMT 2023","2592","importWallet","import/seed","","","","#6 还没输完，点击next=>点击失败",""
"skipped","Thu Feb 16 15:28:40 GMT 2023","Thu Feb 16 15:28:40 GMT 2023","1","importWallet","import/seed","import/password","","","#2-0 输入的密码:中文12345678=>报错",""
"passed","Thu Feb 16 15:27:41 GMT 2023","Thu Feb 16 15:27:44 GMT 2023","3390","create a wallet","","","","","#1 确认助记词成功#成功创建账户",""
"passed","Thu Feb 16 15:28:15 GMT 2023","Thu Feb 16 15:28:18 GMT 2023","3330","create a wallet","create/account","create/password > create/seed > create/confirm","","","#3 输入正确的顺序后，能够点击confirm",""
"passed","Thu Feb 16 15:28:46 GMT 2023","Thu Feb 16 15:28:49 GMT 2023","3097","importWallet","import/seed","import/password","","","#5 还没输入用户名,点击继续 => 无法点击继续",""
"passed","Thu Feb 16 15:28:40 GMT 2023","Thu Feb 16 15:28:43 GMT 2023","3307","importWallet","import/seed","import/password","","","#3 输入的密码,和确认密码不一致=>无法点击继续 ",""
"passed","Thu Feb 16 15:27:44 GMT 2023","Thu Feb 16 15:27:47 GMT 2023","2603","create a wallet","create/account","","","","#1 还没输入用户名,点击继续 => 无法点击继续",""
"passed","Thu Feb 16 15:28:18 GMT 2023","Thu Feb 16 15:28:21 GMT 2023","2780","importWallet","","","","","#1 输入正确的助记词 # 导入账户成功 ",""
"passed","Thu Feb 16 15:28:06 GMT 2023","Thu Feb 16 15:28:10 GMT 2023","4166","create a wallet","create/account","create/password > create/seed > create/confirm","","","#1 输入顺序和之前不一致=>无法点击confirm",""
"passed","Thu Feb 16 15:28:24 GMT 2023","Thu Feb 16 15:28:26 GMT 2023","1990","importWallet","import/seed","","","","#2 输入的助记词包含数字 # 无法导入助记词",""
"passed","Thu Feb 16 15:27:52 GMT 2023","Thu Feb 16 15:27:55 GMT 2023","3891","create a wallet","create/account","create/password","","","#2 输入的密码包含中文，表情等=>报错",""
"passed","Thu Feb 16 15:28:26 GMT 2023","Thu Feb 16 15:28:29 GMT 2023","2627","importWallet","import/seed","","","","#3 输入的助记词包含特殊符号 => 无法导入助记词",""
"passed","Thu Feb 16 15:28:49 GMT 2023","Thu Feb 16 15:28:53 GMT 2023","3549","importWallet","import/seed","import/password > import/account","","","#1 还没输入用户名,点击继续 => 无法点击继续",""
"skipped","Thu Feb 16 15:28:56 GMT 2023","Thu Feb 16 15:28:56 GMT 2023","0","importWallet","import/seed","import/password > import/account","","","#3-0 输入的用户名包含特殊符号，中文，表情等: => 报错",""
"passed","Thu Feb 16 15:28:10 GMT 2023","Thu Feb 16 15:28:15 GMT 2023","4788","create a wallet","create/account","create/password > create/seed > create/confirm","","","#2 输入错误的顺序能够，能够取消输入正确的顺序",""
"passed","Thu Feb 16 15:28:01 GMT 2023","Thu Feb 16 15:28:03 GMT 2023","2302","create a wallet","create/account","create/password > create/seed","","","#2 点击返回=>点击成功",""
"skipped","Thu Feb 16 15:27:49 GMT 2023","Thu Feb 16 15:27:49 GMT 2023","1","create a wallet","create/account","","","","#3 输入的用户名包含特殊符号，中文，表情等 => 报错",""
"passed","Thu Feb 16 15:28:43 GMT 2023","Thu Feb 16 15:28:46 GMT 2023","2570","importWallet","import/seed","import/password","","","#4 还没点击 agree 按钮，点击继续=>无法点击继续 ",""
"passed","Thu Feb 16 15:28:37 GMT 2023","Thu Feb 16 15:28:40 GMT 2023","3305","importWallet","import/seed","import/password","","","#1 输入密码少于8位, 就点击next=>报错",""
"passed","Thu Feb 16 15:28:32 GMT 2023","Thu Feb 16 15:28:34 GMT 2023","1697","importWallet","import/seed","","","","#5 点击返回=> 返回成功",""
"passed","Thu Feb 16 15:28:03 GMT 2023","Thu Feb 16 15:28:06 GMT 2023","2331","create a wallet","create/account","create/password > create/seed","","","#3 点击next=>点击成功",""
"passed","Thu Feb 16 15:27:47 GMT 2023","Thu Feb 16 15:27:49 GMT 2023","1592","create a wallet","create/account","","","","#2 还没输入用户名,点击back => 返回成功",""
"passed","Thu Feb 16 15:28:53 GMT 2023","Thu Feb 16 15:28:55 GMT 2023","2550","importWallet","import/seed","import/password > import/account","","","#2 还没输入用户名,点击back => 返回成功",""
"skipped","Thu Feb 16 15:28:56 GMT 2023","Thu Feb 16 15:28:56 GMT 2023","0","importWallet","import/seed","import/password > import/account","","","#4 输入的用户名过长 => 限制长度",""
"failed","Thu Feb 16 15:28:29 GMT 2023","Thu Feb 16 15:28:32 GMT 2023","2738","importWallet","import/seed","","","","#4 词库外的单词https://github.com/bitcoin/bips/blob/master/bip-0039/english.txt => 无法导入助记词",""
"passed","Thu Feb 16 15:27:56 GMT 2023","Thu Feb 16 15:27:59 GMT 2023","3100","create a wallet","create/account","create/password","","","#3 输入的密码,和确认密码不一致=>无法点击继续 ",""
"passed","Thu Feb 16 15:27:59 GMT 2023","Thu Feb 16 15:28:01 GMT 2023","2267","create a wallet","create/account","create/password > create/seed","","","#1 clipboard 和 框里一致",""
"passed","Thu Feb 16 15:27:49 GMT 2023","Thu Feb 16 15:27:51 GMT 2023","2845","create a wallet","create/account","create/password","","","#1 输入密码少于8位, 就点击next=>报错",""
"passed","Thu Feb 16 15:28:21 GMT 2023","Thu Feb 16 15:28:24 GMT 2023","2645","importWallet","import/seed","","","","#1 输入的助记词包含重复的单词 # 无法导入助记词",""
"skipped","Thu Feb 16 15:27:49 GMT 2023","Thu Feb 16 15:27:49 GMT 2023","0","create a wallet","create/account","","","","#4 输入的用户名过长 => 限制长度",""
