"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Feb 22 14:10:50 GMT 2023","Wed Feb 22 14:10:50 GMT 2023","1","importWallet","import/seed","import/password","","","#2-1 输入的密码:👋👋👋👋👋👋👋👋👋👋👋=>报错",""
"passed","Wed Feb 22 14:09:53 GMT 2023","Wed Feb 22 14:09:55 GMT 2023","2085","create a wallet","create/account","create/password > create/seed","","","#1 clipboard 和 框里一致",""
"passed","Wed Feb 22 14:10:56 GMT 2023","Wed Feb 22 14:10:58 GMT 2023","2650","importWallet","import/seed","import/password","","","#4 还没点击 agree 按钮，点击继续=>无法点击继续 ",""
"skipped","Wed Feb 22 14:11:12 GMT 2023","Wed Feb 22 14:11:12 GMT 2023","0","importWallet","import/seed","import/password > import/account","","","#4 输入的用户名过长 => 限制长度",""
"passed","Wed Feb 22 14:09:55 GMT 2023","Wed Feb 22 14:09:57 GMT 2023","2015","create a wallet","create/account","create/password > create/seed","","","#2 点击返回=>点击成功",""
"passed","Wed Feb 22 14:10:28 GMT 2023","Wed Feb 22 14:10:33 GMT 2023","5084","importWallet","import/seed","","","","#3 输入的助记词包含特殊符号 => 无法导入助记词",""
"skipped","Wed Feb 22 14:09:48 GMT 2023","Wed Feb 22 14:09:48 GMT 2023","1","create a wallet","create/account","create/password","","","#2-1 输入的密码:🆕🆕🆕🆕🆕🆕🆕🆕🆕🆕🆕=>报错",""
"passed","Wed Feb 22 14:10:05 GMT 2023","Wed Feb 22 14:10:09 GMT 2023","3938","create a wallet","create/account","create/password > create/seed > create/confirm","","","#2 输入错误的顺序能够，能够取消输入正确的顺序",""
"passed","Wed Feb 22 14:09:42 GMT 2023","Wed Feb 22 14:09:43 GMT 2023","1465","create a wallet","create/account","","","","#2 还没输入用户名,点击back => 返回成功",""
"passed","Wed Feb 22 14:09:29 GMT 2023","Wed Feb 22 14:09:31 GMT 2023","2039","demo","","","","","2nd connect will failed",""
"skipped","Wed Feb 22 14:11:12 GMT 2023","Wed Feb 22 14:11:12 GMT 2023","1","importWallet","import/seed","import/password > import/account","","","#3-0 输入的用户名包含特殊符号，中文，表情等: => 报错",""
"passed","Wed Feb 22 14:10:44 GMT 2023","Wed Feb 22 14:10:50 GMT 2023","5460","importWallet","import/seed","import/password","","","#1 输入密码少于8位, 就点击next=>报错",""
"passed","Wed Feb 22 14:09:57 GMT 2023","Wed Feb 22 14:09:59 GMT 2023","2132","create a wallet","create/account","create/password > create/seed","","","#3 点击next=>点击成功",""
"passed","Wed Feb 22 14:10:38 GMT 2023","Wed Feb 22 14:10:40 GMT 2023","1595","importWallet","import/seed","","","","#5 点击返回=> 返回成功",""
"passed","Wed Feb 22 14:10:33 GMT 2023","Wed Feb 22 14:10:38 GMT 2023","4946","importWallet","import/seed","","","","#4 词库外的单词https://github.com/bitcoin/bips/blob/master/bip-0039/english.txt => 无法导入助记词",""
"passed","Wed Feb 22 14:10:18 GMT 2023","Wed Feb 22 14:10:23 GMT 2023","5078","importWallet","import/seed","","","","#1 输入的助记词包含重复的单词 # 无法导入助记词",""
"skipped","Wed Feb 22 14:09:48 GMT 2023","Wed Feb 22 14:09:48 GMT 2023","0","create a wallet","create/account","create/password","","","#2-0 输入的密码:中文中文中文中文中文中文中文=>报错",""
"passed","Wed Feb 22 14:09:31 GMT 2023","Wed Feb 22 14:09:37 GMT 2023","5851","create a wallet","","","","","#1 确认助记词成功#成功创建账户",""
"skipped","Wed Feb 22 14:09:43 GMT 2023","Wed Feb 22 14:09:43 GMT 2023","0","create a wallet","create/account","","","","#3 输入的用户名包含特殊符号，中文，表情等 => 报错",""
