"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 08 02:54:22 GMT 2023","Wed Mar 08 02:54:30 GMT 2023","8228","popup","whitelist-sites","","","","在白名单的网页，点击enable,不用approve",""
"passed","Wed Mar 08 02:53:58 GMT 2023","Wed Mar 08 02:53:58 GMT 2023","10","demo","","","","","连接成功之后,connectButton 按钮将改为关闭状态",""
"broken","Wed Mar 08 02:52:52 GMT 2023","Wed Mar 08 02:52:58 GMT 2023","5740","importWallet","","","","","#1 输入正确的助记词 # 导入账户成功 ",""
"passed","Wed Mar 08 02:52:36 GMT 2023","Wed Mar 08 02:52:38 GMT 2023","2068","create a wallet","create/account","create/password > create/seed","","","#2 点击返回=>点击成功",""
"passed","Wed Mar 08 02:53:31 GMT 2023","Wed Mar 08 02:53:36 GMT 2023","5432","importWallet","import/seed","import/password","","","#3 输入的密码,和确认密码不一致=>无法点击继续 ",""
"passed","Wed Mar 08 02:52:03 GMT 2023","Wed Mar 08 02:52:09 GMT 2023","6366","prepare","","","","","init",""
"passed","Wed Mar 08 02:54:21 GMT 2023","Wed Mar 08 02:54:22 GMT 2023","374","popup","","","","","能够点击network",""
"passed","Wed Mar 08 02:52:58 GMT 2023","Wed Mar 08 02:53:03 GMT 2023","5056","importWallet","import/seed","","","","#1 输入的助记词包含重复的单词 # 无法导入助记词",""
"passed","Wed Mar 08 02:54:09 GMT 2023","Wed Mar 08 02:54:10 GMT 2023","759","popup","","","","","查询名字和 UserName:xm一致",""
"passed","Wed Mar 08 02:53:19 GMT 2023","Wed Mar 08 02:53:21 GMT 2023","1573","importWallet","import/seed","","","","#5 点击返回=> 返回成功",""
"skipped","Wed Mar 08 02:53:52 GMT 2023","Wed Mar 08 02:53:52 GMT 2023","0","importWallet","import/seed","import/password > import/account","","","#3-0 输入的用户名包含特殊符号，中文，表情等: => 报错",""
"passed","Wed Mar 08 02:52:34 GMT 2023","Wed Mar 08 02:52:36 GMT 2023","1986","create a wallet","create/account","create/password > create/seed","","","#1 clipboard 和 框里一致",""
"broken","Wed Mar 08 02:53:58 GMT 2023","Wed Mar 08 02:54:08 GMT 2023","10058","demo","","","","","0-signData test",""
"passed","Wed Mar 08 02:52:38 GMT 2023","Wed Mar 08 02:52:40 GMT 2023","1974","create a wallet","create/account","create/password > create/seed","","","#3 点击next=>点击成功",""
