"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Mar 07 14:23:29 GMT 2023","Tue Mar 07 14:23:40 GMT 2023","10282","popup","","","","","连接网站时,查询连接状态为已连接,关闭后为未连接",""
"passed","Tue Mar 07 14:21:20 GMT 2023","Tue Mar 07 14:21:27 GMT 2023","6761","prepare","","","","","init",""
"passed","Tue Mar 07 14:23:28 GMT 2023","Tue Mar 07 14:23:29 GMT 2023","747","popup","","","","","查询名字和 UserName:xm一致",""
"passed","Tue Mar 07 14:22:57 GMT 2023","Tue Mar 07 14:23:02 GMT 2023","5271","importWallet","import/seed","import/password","","","#5 还没输入用户名,点击继续 => 无法点击继续",""
"skipped","Tue Mar 07 14:21:46 GMT 2023","Tue Mar 07 14:21:46 GMT 2023","0","create a wallet","create/account","create/password","","","#2-1 输入的密码:🆕🆕🆕🆕🆕🆕🆕🆕🆕🆕🆕=>报错",""
"failed","Tue Mar 07 14:24:04 GMT 2023","Tue Mar 07 14:24:07 GMT 2023","3020","popup","whitelist-sites","","","","在连接白名单网页的时候，删除该网页=>当前可用？返回页面，connected状态会更改吗？，当前的ckbprovider是否可用,下次连接需要点connect",""
"skipped","Tue Mar 07 14:22:49 GMT 2023","Tue Mar 07 14:22:49 GMT 2023","0","importWallet","import/seed","import/password","","","#2-1 输入的密码:👋👋👋👋👋👋👋👋👋👋👋=>报错",""
"passed","Tue Mar 07 14:23:08 GMT 2023","Tue Mar 07 14:23:10 GMT 2023","2560","importWallet","import/seed","import/password > import/account","","","#2 还没输入用户名,点击back => 返回成功",""
"broken","Tue Mar 07 14:24:35 GMT 2023","Tue Mar 07 14:24:35 GMT 2023","1","popup","","","","","""after each"" hook for ""https://pudge.explorer.nervos.org/""",""
"failed","Tue Mar 07 14:24:08 GMT 2023","Tue Mar 07 14:24:23 GMT 2023","14986","popup","whitelist-sites","添加白名单","","","https://pudge.explorer.nervos.org/",""
"passed","Tue Mar 07 14:24:03 GMT 2023","Tue Mar 07 14:24:04 GMT 2023","483","popup","whitelist-sites","","","","点击返回箭头，能够返回",""
"passed","Tue Mar 07 14:22:07 GMT 2023","Tue Mar 07 14:22:10 GMT 2023","2845","create a wallet","create/account","create/password > create/seed > create/confirm","","","#3 输入正确的顺序后，能够点击confirm",""
"skipped","Tue Mar 07 14:22:49 GMT 2023","Tue Mar 07 14:22:49 GMT 2023","0","importWallet","import/seed","import/password","","","#2-0 输入的密码:中文12345678=>报错",""
"failed","Tue Mar 07 14:24:00 GMT 2023","Tue Mar 07 14:24:01 GMT 2023","1231","popup","whitelist-sites","","","","删除白名单网页,删除成功",""
"passed","Tue Mar 07 14:23:40 GMT 2023","Tue Mar 07 14:23:40 GMT 2023","521","popup","","","","","能够点击whitelist-sites",""
"failed","Tue Mar 07 14:23:29 GMT 2023","Tue Mar 07 14:23:29 GMT 2023","316","popup","","","","","没有连接网站时=>查询连接状态为未连接",""
"passed","Tue Mar 07 14:21:39 GMT 2023","Tue Mar 07 14:21:41 GMT 2023","1587","create a wallet","create/account","","","","#2 还没输入用户名,点击back => 返回成功",""
"passed","Tue Mar 07 14:21:57 GMT 2023","Tue Mar 07 14:22:03 GMT 2023","5644","create a wallet","create/account","create/password > create/seed > create/confirm","","","#1 输入顺序和之前不一致=>无法点击confirm",""
"passed","Tue Mar 07 14:23:40 GMT 2023","Tue Mar 07 14:23:41 GMT 2023","390","popup","","","","","能够点击network",""
"passed","Tue Mar 07 14:21:55 GMT 2023","Tue Mar 07 14:21:57 GMT 2023","2105","create a wallet","create/account","create/password > create/seed","","","#3 点击next=>点击成功",""
"skipped","Tue Mar 07 14:21:46 GMT 2023","Tue Mar 07 14:21:46 GMT 2023","1","create a wallet","create/account","create/password","","","#2-0 输入的密码:中文中文中文中文中文中文中文=>报错",""
"skipped","Tue Mar 07 14:21:41 GMT 2023","Tue Mar 07 14:21:41 GMT 2023","1","create a wallet","create/account","","","","#3 输入的用户名包含特殊符号，中文，表情等 => 报错",""
"passed","Tue Mar 07 14:22:39 GMT 2023","Tue Mar 07 14:22:43 GMT 2023","4524","importWallet","import/seed","","","","#6 还没输完，点击next=>点击失败",""
"passed","Tue Mar 07 14:21:35 GMT 2023","Tue Mar 07 14:21:39 GMT 2023","4584","create a wallet","create/account","","","","#1 还没输入用户名,点击继续 => 无法点击继续",""
"broken","Tue Mar 07 14:24:39 GMT 2023","Tue Mar 07 14:24:39 GMT 2023","0","notification","sign-data","","","","""before all"" hook for ""signData(type:fullOwnership,payload:{""signer"":""0x00"",""data"":""0x00""}),expected:mooooock signed data""",""
"passed","Tue Mar 07 14:21:53 GMT 2023","Tue Mar 07 14:21:55 GMT 2023","1993","create a wallet","create/account","create/password > create/seed","","","#2 点击返回=>点击成功",""
"broken","Tue Mar 07 14:23:41 GMT 2023","Tue Mar 07 14:23:52 GMT 2023","10882","popup","whitelist-sites","","","","在白名单的网页，点击enable,不用approve",""
"passed","Tue Mar 07 14:21:51 GMT 2023","Tue Mar 07 14:21:53 GMT 2023","2203","create a wallet","create/account","create/password > create/seed","","","#1 clipboard 和 框里一致",""
"passed","Tue Mar 07 14:22:43 GMT 2023","Tue Mar 07 14:22:49 GMT 2023","5452","importWallet","import/seed","import/password","","","#1 输入密码少于8位, 就点击next=>报错",""
"broken","Tue Mar 07 14:23:17 GMT 2023","Tue Mar 07 14:23:27 GMT 2023","10062","demo","","","","","0-signData test",""
"passed","Tue Mar 07 14:24:01 GMT 2023","Tue Mar 07 14:24:03 GMT 2023","1626","popup","whitelist-sites","","","","搜索白名单网页，能搜索到",""
"passed","Tue Mar 07 14:21:41 GMT 2023","Tue Mar 07 14:21:46 GMT 2023","4795","create a wallet","create/account","create/password","","","#1 输入密码少于8位, 就点击next=>报错",""
"passed","Tue Mar 07 14:22:21 GMT 2023","Tue Mar 07 14:22:26 GMT 2023","5031","importWallet","import/seed","","","","#2 输入的助记词包含数字 # 无法导入助记词",""
"skipped","Tue Mar 07 14:23:11 GMT 2023","Tue Mar 07 14:23:11 GMT 2023","1","importWallet","import/seed","import/password > import/account","","","#3-0 输入的用户名包含特殊符号，中文，表情等: => 报错",""
"passed","Tue Mar 07 14:23:02 GMT 2023","Tue Mar 07 14:23:08 GMT 2023","5487","importWallet","import/seed","import/password > import/account","","","#1 还没输入用户名,点击继续 => 无法点击继续",""
