"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 15 10:09:48 GMT 2023","Wed Feb 15 10:09:49 GMT 2023","879","create a wallet","create/password","","","","#2 输入的密码包含中文，表情等=>报错",""
"passed","Wed Feb 15 10:09:45 GMT 2023","Wed Feb 15 10:09:46 GMT 2023","752","create a wallet","create/account","","","","#3 输入的用户名包含特殊符号，中文，表情等 => 报错",""
"passed","Wed Feb 15 10:09:56 GMT 2023","Wed Feb 15 10:09:57 GMT 2023","806","create a wallet","create/confirm","","","","#3 输入正确的顺序后，能够点击confirm",""
"passed","Wed Feb 15 10:09:59 GMT 2023","Wed Feb 15 10:10:00 GMT 2023","838","importWallet","import/seed","","","","#3 输入的助记词包含特殊符号 => 无法导入助记词",""
"passed","Wed Feb 15 10:09:58 GMT 2023","Wed Feb 15 10:09:58 GMT 2023","748","importWallet","import/seed","","","","#1 输入的助记词包含重复的单词 # 无法导入助记词",""
"passed","Wed Feb 15 10:10:03 GMT 2023","Wed Feb 15 10:10:04 GMT 2023","759","importWallet","import/password","","","","#1 输入密码少于8位, 就点击next=>报错",""
"passed","Wed Feb 15 10:09:47 GMT 2023","Wed Feb 15 10:09:48 GMT 2023","808","create a wallet","create/password","","","","#1 输入密码少于8位, 就点击next=>报错",""
"passed","Wed Feb 15 10:09:49 GMT 2023","Wed Feb 15 10:09:50 GMT 2023","804","create a wallet","create/password","","","","#3 输入的密码,和确认密码不一致=>无法点击继续 ",""
"passed","Wed Feb 15 10:09:54 GMT 2023","Wed Feb 15 10:09:55 GMT 2023","824","create a wallet","create/confirm","","","","#1 输入顺序和之前不一致=>无法点击confirm",""
"passed","Wed Feb 15 10:09:43 GMT 2023","Wed Feb 15 10:09:44 GMT 2023","815","create a wallet","create/account","","","","#1 还没输入用户名,点击继续 => 无法点击继续",""
"passed","Wed Feb 15 10:09:55 GMT 2023","Wed Feb 15 10:09:56 GMT 2023","819","create a wallet","create/confirm","","","","#2 输入错误的顺序能够，能够取消输入正确的顺序",""
"passed","Wed Feb 15 10:10:02 GMT 2023","Wed Feb 15 10:10:03 GMT 2023","756","importWallet","import/seed","","","","#6 还没输完，点击next=>点击失败",""
"passed","Wed Feb 15 10:10:00 GMT 2023","Wed Feb 15 10:10:01 GMT 2023","822","importWallet","import/seed","","","","#4 词库外的单词https://github.com/bitcoin/bips/blob/master/bip-0039/english.txt => 无法导入助记词",""
"passed","Wed Feb 15 10:10:06 GMT 2023","Wed Feb 15 10:10:06 GMT 2023","751","importWallet","import/password","","","","#4 还没点击 agree 按钮，点击继续=>无法点击继续 ",""
"passed","Wed Feb 15 10:09:57 GMT 2023","Wed Feb 15 10:09:58 GMT 2023","836","importWallet","","","","","#1 输入正确的助记词 # 导入账户成功 ",""
"passed","Wed Feb 15 10:09:52 GMT 2023","Wed Feb 15 10:09:53 GMT 2023","741","create a wallet","create/seed","","","","#2 点击返回=>点击成功",""
"passed","Wed Feb 15 10:09:58 GMT 2023","Wed Feb 15 10:09:59 GMT 2023","800","importWallet","import/seed","","","","#2 输入的助记词包含数字 # 无法导入助记词",""
"passed","Wed Feb 15 10:10:09 GMT 2023","Wed Feb 15 10:10:10 GMT 2023","1251","importWallet","import/account","","","","#3 输入的用户名包含特殊符号，中文，表情等 => 报错",""
"passed","Wed Feb 15 10:09:53 GMT 2023","Wed Feb 15 10:09:54 GMT 2023","752","create a wallet","create/seed","","","","#3 点击next=>点击成功",""
"passed","Wed Feb 15 10:09:46 GMT 2023","Wed Feb 15 10:09:47 GMT 2023","834","create a wallet","create/account","","","","#4 输入的用户名过长 => 限制长度",""
"passed","Wed Feb 15 10:10:10 GMT 2023","Wed Feb 15 10:10:11 GMT 2023","817","importWallet","import/account","","","","#4 输入的用户名过长 => 限制长度",""
"passed","Wed Feb 15 10:09:44 GMT 2023","Wed Feb 15 10:09:45 GMT 2023","827","create a wallet","create/account","","","","#2 还没输入用户名,点击back => 返回成功",""
"passed","Wed Feb 15 10:09:42 GMT 2023","Wed Feb 15 10:09:42 GMT 2023","695","nexus-web","","","","","connect",""
"passed","Wed Feb 15 10:10:07 GMT 2023","Wed Feb 15 10:10:08 GMT 2023","810","importWallet","import/account","","","","#1 还没输入用户名,点击继续 => 无法点击继续",""
"passed","Wed Feb 15 10:09:43 GMT 2023","Wed Feb 15 10:09:43 GMT 2023","750","create a wallet","","","","","#1 确认助记词成功#成功创建账户",""
"passed","Wed Feb 15 10:10:01 GMT 2023","Wed Feb 15 10:10:02 GMT 2023","809","importWallet","import/seed","","","","#5 点击返回=> 返回成功",""
"passed","Wed Feb 15 10:09:51 GMT 2023","Wed Feb 15 10:09:51 GMT 2023","736","create a wallet","create/password","","","","#5 还没输入用户名,点击继续 => 无法点击继续",""
"passed","Wed Feb 15 10:10:05 GMT 2023","Wed Feb 15 10:10:05 GMT 2023","826","importWallet","import/password","","","","#3 输入的密码,和确认密码不一致=>无法点击继续 ",""
"passed","Wed Feb 15 10:10:08 GMT 2023","Wed Feb 15 10:10:09 GMT 2023","822","importWallet","import/account","","","","#2 还没输入用户名,点击back => 返回成功",""
"passed","Wed Feb 15 10:10:06 GMT 2023","Wed Feb 15 10:10:07 GMT 2023","760","importWallet","import/password","","","","#5 还没输入用户名,点击继续 => 无法点击继续",""
"passed","Wed Feb 15 10:09:50 GMT 2023","Wed Feb 15 10:09:51 GMT 2023","808","create a wallet","create/password","","","","#4 还没点击 agree 按钮，点击继续=>无法点击继续 ",""
"passed","Wed Feb 15 10:09:51 GMT 2023","Wed Feb 15 10:09:52 GMT 2023","800","create a wallet","create/seed","","","","#1 clipboard 和 框里一致",""
"passed","Wed Feb 15 10:10:04 GMT 2023","Wed Feb 15 10:10:05 GMT 2023","781","importWallet","import/password","","","","#2 输入的密码包含中文，表情等=>报错",""
